TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11	TCGA.AC.A2FF.11	TCGA.A1.A0SK.01	TCGA.A1.A0SP.01	TCGA.A2.A04P.01	TCGA.A2.A04Q.01	TCGA.A2.A04T.01	TCGA.A2.A04U.01	TCGA.A2.A0CM.01	TCGA.A2.A0D0.01	TCGA.A2.A0D2.01	TCGA.A2.A0ST.01	TCGA.A2.A0SX.01
SPIRE2	86.6667	86.5068	13.2383	9.7938	24.3949	56.5784	37.8203	28.9829	54.1229	63.9938	445.0047	235.6804	651.4523	16.9688	194.3841	43.642	102.9191	133.4432	454.9991	106.0849	237.9576
SPN	137.1429	250.8698	150.7128	186.0825	124.902	134.7104	89.4673	187.4944	223.1066	468.0771	19.855	418.0956	210.5809	819.5141	280.6224	21.821	416.2917	134.6787	217.3351	1525.8261	647.72
SPNS1	721.4063	811.0729	520.6415	684.7526	595.6897	580.4939	477.6291	444.6086	581.0362	677.8511	539.8519	1005.0967	723.89	965.1215	889.1767	734.8279	829.3896	730.383	861.8333	630.7218	734.9165
SPNS2	689.2698	655.3192	476.2678	736.8402	869.9373	740.0584	563.3144	388.1564	846.7255	447.1017	144.3744	191.0762	1358.5633	317.6707	505.3951	110.0299	213.3056	272.0964	272.0976	970.4631	422.2961
SPNS3	36.1905	7.8984	8.6558	5.6701	11.7096	9.8788	0.4067	7.5141	9.0205	17.6053	1.5758	6.2021	26.4523	21.5966	14.2572	1.0391	3.2306	9.4728	13.3062	39.3541	13.1663
SPO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	19.3651	73.3427	54.9898	15.9794	16.5885	15.2672	14.6401	2.1469	6.0137	49.7419	38.1343	83.5462	137.4481	68.6464	41.3805	83.1277	44.306	12.3558	113.4726	2.9943	49.7752
SPOCK1	217.7778	830.8416	1144.0937	1589.1753	506.9263	586.4392	1552.6637	4215.0461	706.905	661.1764	1152.2219	352.791	366.7012	467.0266	258.0196	463.4368	814.5841	35.832	256.1449	73.575	753.0507
SPOCK2	348.5714	639.0221	396.6395	253.6082	446.4269	247.8671	413.843	184.1739	462.45	527.5998	1501.4182	704.4874	872.6763	2797.501	1159.8435	452.0068	1691.0119	548.1878	1017.9043	3976.4731	1751.124
SPOCK3	4.4444	16.5491	0	2.0619	14.1491	0.8981	2.0333	116.6473	48.4099	5.589	116.2937	9.8504	2.0747	1.9283	0.6955	0	0	0	1.1089	3.4221	2.2479
SPON1	1311.746	1701.1754	4365.5804	1860.3093	2055.5155	1174.2254	3046.3603	1103.8554	1134.4758	1955.3049	169.5556	252.0978	377.0747	566.9109	215.5959	213.5342	1026.8836	69.1928	708.5566	134.3172	1399.1651
SPON2	918.7302	1307.0052	1066.1914	1128.3505	944.0832	872.9232	610.8174	762.8589	1034.6492	1188.2173	146.8642	1020.7953	191.39	1107.5974	132.1394	549.6818	764.7398	759.8847	540.0111	283.606	2059.4091
SPOP	1334.6032	1185.5195	1215.3768	1262.8866	1216.3304	1239.7845	1426.1895	1563.6461	1558.1378	1288.819	1081.6262	629.6972	852.6971	1240.2622	785.5342	915.4436	735.664	444.3987	566.6235	1145.5459	1085.0996
SPOPL	671.746	825.5759	692.9735	772.6804	1067.0336	784.0144	874.3392	1065.5694	925.2007	997.9125	774.6612	931.7767	1115.6639	574.624	642.615	689.9597	785.0467	311.7792	445.0194	803.7643	946.3712
SPP1	1678.4127	4812.4118	1728.6151	1560.8247	698.1825	216.4347	111.0207	744.6104	646.4678	1659.0889	2140.8761	3921.9263	889.5228	1364.0571	3170.6511	1412.1314	2669.4358	2028.8303	2676.7695	3239.4396	22377.0071
SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL2A	775.873	723.2722	785.6415	1189.1753	1050.9329	694.2075	1062.2204	705.6087	614.2948	710.3595	383.2335	445.093	610.4772	685.3066	449.2741	221.3274	826.1221	474.0527	838.2924	722.9173	618.8182
SPPL2B	866.0317	880.1128	377.2912	519.5876	402.0282	715.7611	436.7629	328.8308	562.5773	676.8256	447.526	681.5031	1035.2697	591.2071	328.9577	1336.797	368.755	532.5371	433.5613	507.3254	374.1169
SPPL2C	1.5873	0	0	0	0	0	0	0	0	0.2794	0	0	0	0	0	0	0	0	0	0	0
SPPL3	1382.2222	1613.5402	1215.8859	1268.0412	1376.3611	1572.9681	1330.2155	1857.0534	1650.1467	1515.1727	1976.3631	1143.0135	1492.7386	1514.8477	1528.297	2987.9205	2472.828	1172.57	919.6082	1300.8234	1985.5491
SPR	758.0952	996.709	756.6191	817.0103	620.1187	686.1248	574.6238	480.9017	639.5521	574.8267	254.6486	477.1981	941.9087	733.5133	769.5384	538.2517	642.4368	740.5272	234.7071	334.5097	450.5459
SPRED1	935.2381	1039.9624	1057.5356	1480.4124	1422.2235	1201.1675	1564.4571	1788.3532	1587.0033	2028.2411	390.4822	841.6636	501.0373	1151.5619	1009.1281	550.2013	1251.6442	856.2603	1032.3415	1183.189	782.2736
SPRED2	1565.0794	1167.0898	1013.2383	838.1443	1397.8286	1477.3238	1322.4888	1527.8647	1309.4732	1843.8048	877.7182	319.5914	653.527	872.7343	582.109	2492.2717	431.9834	1407.3311	561.4489	630.093	551.702
SPRED3	0.9524	0.3761	0	0	0	0	0	0.7156	1.5034	0.8383	6.9335	0.3648	1.556	0	0.3477	1.0391	0.923	0	0.7392	0	1.9268
SPRN	86.6667	73.3427	40.7332	47.4227	29.2739	54.7822	21.5535	36.8548	37.2847	108.4262	95.1781	57.2784	49.7925	140.7636	32.6871	192.2328	153.6864	54.7776	77.25	98.813	99.2293
SPRR1A	16.8254	30.4654	17.8208	29.3814	0	0	0	0	0.3007	0	1.2606	1.4593	31.639	0	3.8251	0	7.8459	0	0	0	0.9634
SPRR1B	9.5238	19.5581	24.9491	27.8351	0	0	0	0	0	0.2794	7.5638	0.3648	50.3112	0	1.0432	0	2.3076	0	0	1.2833	4.817
SPRR2A	22.2222	36.4833	35.1324	54.1237	1.4637	0	0.8133	0.3578	3.9089	0	0.3152	0.7297	1.0373	0	0	0	0	0	0	0	0
SPRR2B	0.3175	0	4.0733	10.3093	0.9758	0	1.22	0.3578	1.2027	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2C	0	0	0.5092	2.0619	0.4879	0	0	0	0.3007	0	0.3152	0	0	0.3857	0	0	0	0	0	0	0
SPRR2D	2.8571	6.7701	7.6375	9.2784	1.4637	0.8981	0	1.0734	0.3007	0	0.9455	0	1.556	0	2.7819	0	0.4615	0	0	0	0.3211
SPRR2E	5.0794	9.0268	13.2383	36.5979	2.9274	0.8981	0.8133	0.3578	2.4055	0	0	0.3648	0	0	0	0.5195	0	0	0	0	0
SPRR2F	1.5873	6.7701	14.2566	92.268	9.2701	2.2452	4.4734	5.725	7.8178	0	1.2606	0.3648	0	0	1.3909	0.5195	0	0	0	0	0
SPRR2G	0.3175	0.7522	0.5092	5.6701	0	1.3471	0.4067	0	0.902	0	0.3152	0.3648	0.5187	0	0	3.1173	0.4615	0	0	1.2833	0.6423
SPRR3	51.4286	95.1575	85.5397	101.0309	0	0	0	0.3578	0	0	0.6303	0.3648	34.2324	0.3857	0	0	0	0	0	5.1331	0
SPRR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRTN	201.2698	144.0527	199.5927	169.5876	188.8166	217.3327	176.9012	189.9991	192.1362	229.7071	172.3921	291.8643	259.3361	302.3525	469.7905	286.7905	272.2972	323.7232	385.511	228.4248	619.7816
SPRY1	1198.7302	2084.8143	5103.3605	2168.5567	2720.5209	5024.6969	4123.6275	2336.5238	2186.5646	1641.2042	309.4863	414.8121	723.5477	803.3166	242.7193	677.4906	221.5299	399.5058	605.803	517.1639	417.4695
SPRY2	1142.5397	1176.1166	1567.7189	1173.1959	1301.7126	2016.6143	1925.1728	1771.1781	2084.9338	1301.9531	350.457	271.069	109.4398	198.6116	218.7255	146.5125	153.2249	748.3526	867.1225	315.2604	236.9942
SPRY3	59.3651	58.6742	116.0896	122.6804	115.6319	94.2973	181.7812	116.6473	67.9543	84.3936	86.9839	57.2784	120.8506	52.0632	88.3248	48.8375	69.6896	76.1944	81.3158	91.1132	43.9949
SPRY4	666.3492	1128.7259	1347.7597	732.4742	2047.7091	2088.0108	1891.4193	387.5123	978.4215	1220.6334	438.0712	241.1529	971.9917	405.7077	323.0462	399.0129	391.3696	864.0857	535.5757	350.7646	272.9608
SPRYD3	1647.3016	2280.771	2686.8635	2351.0309	1718.3778	1519.533	960.1464	1834.1533	2100.87	1354.21	315.7895	1328.3473	640.5602	1222.1365	700.6868	724.2499	966.4244	991.7628	881.168	1048.0163	1030.8285
SPRYD4	359.3651	422.0028	244.9084	196.9072	267.8562	316.1203	241.1549	280.526	252.8742	324.4403	80.6807	143.0135	460.5809	339.7609	642.9627	179.7636	313.3726	272.6524	183.3303	210.031	156.3905
SPRYD7	263.1746	205.3597	179.7352	182.9897	243.9491	217.3327	270.8418	223.2758	248.9653	232.781	381.9729	149.2156	216.2863	145.3914	138.0509	293.0251	149.9942	118.2043	297.542	168.1104	269.7495
SPSB1	786.9841	1045.6041	1537.6782	1261.3402	764.0487	1569.8249	1344.449	574.6489	761.6293	473.9456	485.0299	1729.2959	1978.2158	1573.467	659.654	980.3871	1322.2568	2042.4217	1233.4134	584.7503	992.9351
SPSB2	157.4603	222.661	42.7699	50.5155	57.572	61.5177	30.0935	32.9189	95.9178	76.2896	127.0091	510.3977	388.4855	235.6344	209.6844	241.5898	177.224	111.6145	76.1412	99.2407	72.8966
SPSB3	916.5079	888.0113	531.0591	461.3402	428.8626	645.7117	474.5832	337.7762	567.3883	483.4468	625.9061	720.9048	678.4232	543.0004	638.4421	1430.8352	747.202	366.5568	432.822	798.2034	608.5421
SPSB4	5.3968	22.567	18.3299	218.0412	34.6408	17.9614	28.8735	17.8907	29.4669	6.4273	698.0775	214.8851	7.2614	3.8565	71.2858	33.2511	2.7691	4.5305	34.744	1.2833	130.0578
SPTA1	3.8095	6.0179	77.9022	44.3299	29.7618	5.3884	2.44	7.1563	8.1184	3.0739	0	5.1076	1.556	4.2422	2.7819	0	2.7691	1.2356	1.1089	2.5666	4.817
SPTAN1	9082.2222	9767.748	11859.4705	10376.8041	12531.6676	9889.0885	7088.6539	7518.0249	10303.1934	8728.5907	8401.5128	12016.0525	4112.5519	4583.8797	7805.9637	6078.192	7052.498	5306.8369	6861.9479	6097.3158	10013.1663
SPTB	106.0317	65.8204	163.9511	380.4124	83.9185	81.2753	469.2965	140.9786	128.0908	102.5578	329.0262	105.8008	115.1452	28.924	31.9917	130.4065	33.2295	18.9456	57.2907	37.2153	282.2736
SPTBN1	9237.1429	23394.8284	83436.8635	38921.6495	42700.3707	37794.7912	42197.2346	15994.275	23577.4326	10639.7427	7584.3051	7499.0879	6878.112	4600.4628	13836.7382	3546.4346	6322.3722	2932.8666	4912.9551	7190.247	7777.4566
SPTBN2	700.9524	784.5792	36.1507	40.2062	258.0982	620.5658	30.5002	393.2373	665.1101	1073.9227	3770.5641	3244.0715	1102.6971	1047.0497	2224.4632	533.5758	1245.6444	575.7825	2399.9261	1726.4464	2037.2511
SPTBN4	48.5714	81.6173	107.943	43.299	54.6446	46.6996	74.8272	11.8079	51.1161	42.4763	104.948	1.4593	6.2241	5.3992	6.9547	31.6924	4.1537	6.1779	1.1089	11.9773	19.2678
SPTBN5	202.3714	111.3305	11.2016	26.8041	44.2816	50.9789	19.878	41.4706	82.793	81.8255	65.8178	47.5848	37.8631	17.3544	13.9094	51.9548	42.2615	25.5354	45.2301	23.5269	130.0931
SPTLC1	1374.9206	1671.8383	1643.5845	1893.8144	1630.0682	1403.6821	2063.8471	2171.2139	1741.8549	1736.7758	2088.5597	2161.255	1526.4523	1037.0228	1829.0881	1254.1889	1633.3218	1008.6491	1769.3587	1118.1692	1536.93
SPTLC2	1408.254	1492.4307	1807.0265	2177.3196	2141.8735	1976.2012	2417.2428	2468.9149	1826.6474	2698.6394	1560.0378	962.7873	1182.0539	877.3621	1127.0103	370.9573	1561.3246	877.6771	975.0508	1835.0979	1638.0861
SPTLC3	394.2857	268.1711	336.0489	375.7732	322.9887	326.8972	314.7621	427.9453	305.1929	429.5132	12.9215	352.0613	429.4606	410.3355	126.2279	41.5638	178.6085	193.9868	60.9869	188.2152	258.1888
SPTSSA	1844.4444	1284.4382	512.22	999.4845	792.8347	823.0804	898.7393	1500.6709	1175.068	1267.3014	625.9061	536.3006	2482.8838	4484.381	815.0917	836.4723	1409.9458	1282.9489	2953.2434	1334.6166	874.7592
SPTSSB	182.2222	41.3728	7.6375	3.6082	81.9669	126.1787	6.9134	123.8036	99.526	213.7785	88.8749	34.6589	3802.3859	16.1975	12.8662	1706.7152	33.691	65.486	13.3062	46.1983	1164.4188
SPTY2D1	770.3587	706.426	870.3666	756.0876	902.6118	867.463	808.0521	1052.1907	876.0511	1118.2628	1686.0826	985.1259	611.2448	739.8843	692.8906	1278.4777	1096.9747	602.0511	589.9094	793.5494	928.4136
SPX	3.8095	53.0324	206.721	225.7732	596.6996	125.7297	1076.0472	95.5363	43.2983	1.1178	70.2805	5.1076	17.1162	3.4709	0.3477	0	0	1.2356	0.3696	2.5666	11.8818
SPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SQLE	564.4444	396.0508	148.6762	289.6907	333.2345	233.0489	130.5409	386.081	284.1452	802.8571	4265.9943	2434.513	1156.1203	1384.4967	3368.8603	3906.4814	1412.7149	1355.0247	2270.1904	975.7245	1487.1548
SQRDL	1626.0317	1827.5505	1228.6151	1634.0206	1173.8833	1038.617	1141.5209	1747.2046	1348.5619	1239.9154	120.0756	1087.5593	1326.2448	1416.8916	847.4311	817.7685	1055.0363	1004.5305	1401.2197	1778.2055	1301.2203
SQSTM1	6890.3841	14967.7819	13370.611	13229.1959	8045.1843	6782.0027	7069.8821	7164.0433	7972.6559	3624.2333	1891.2134	6584.8304	8527.3911	9119.6336	9876.2166	4063.6394	8698.0224	5330.1647	6960.3881	8680.3294	6929.2839
SRA1	677.1429	588.2464	439.4094	483.5052	509.3658	481.8141	345.669	377.4935	440.1995	480.3729	363.6937	559.6498	1971.9917	547.2426	391.8978	1185.089	443.5214	670.5107	505.6367	471.8212	392.7425
SRBD1	435.5556	392.6657	518.8391	530.4124	442.0359	411.3157	505.49	561.4098	441.7029	542.69	334.699	334.5494	628.6307	337.447	303.9207	362.6445	306.4498	462.1087	205.8769	411.079	422.9287
SRC	1094.2857	844.3818	503.055	518.5567	547.9098	758.8684	225.2948	634.4038	845.2191	1323.7501	1906.0826	1269.2448	1028.527	2356.7297	2046.4227	2853.3576	2216.2225	4137.1499	3455.9231	1375.6817	1366.0886
SRCAP	2846.9841	3090.9262	2638.4929	2569.0722	3225.0077	3312.079	2599.4307	3171.3033	3048.9226	4591.0682	2444.0592	4459.6862	3146.2656	3061.7046	6018.6038	1084.8162	3292.0272	2666.804	2969.5066	3545.717	3511.8818
SRCIN1	259.6825	192.1956	75.8656	50.5155	130.2688	259.093	129.7275	127.3817	131.3983	254.2986	1001.2606	136.0817	97.5104	38.1797	129.0098	115.8592	10.615	250.4119	42.1364	71.864	160.2441
SRD5A1	130.1587	550.2586	74.8473	71.6495	91.237	153.5698	88.6539	227.5696	141.0202	822.1391	1188.7803	3911.7111	1053.9419	521.7894	2177.1712	119.496	671.9742	679.1598	700.4251	837.5575	342.0039
SRD5A2	0.3175	3.0089	1.0183	1.0309	0	1.3471	1.22	2.5047	6.0137	2.515	2.8364	0	0.5187	49.3637	43.8147	0	4.1537	9.061	2.5873	0.4278	4.817
SRD5A3	582.5016	840.7221	429.2108	435.0052	456.1508	479.9865	498.5401	810.4303	387.5199	528.6337	271.352	618.0226	1570.9803	1149.5874	884.6144	406.2865	455.9825	500	413.6019	451.2715	247.2286
SREBF1	3586.6667	3948.0959	2414.9695	1870.6186	4848.2453	1651.9982	3427.4095	1450.2192	2600.6047	2697.801	1175.2285	1015.6877	3288.9004	1123.0235	1101.6257	1150.7988	1988.6927	2707.1664	1774.5334	1604.5343	1905.5877
SREBF2	3444.7619	2460.9309	1744.3992	1660.3093	3153.2867	2594.0727	1761.6917	2685.7501	3101.2414	3769.7675	4076.8988	7314.1189	2396.7842	1249.5179	2732.8523	4278.4777	1512.4034	2893.7397	3795.2319	2677.7885	3304.7527
SREK1	1152.381	899.6709	998.9817	1152.0619	1040.1992	1160.3053	1340.7889	1318.9015	902.0481	1601.5224	1154.1128	771.6162	1157.6763	1011.184	1357.9066	374.0746	1044.4214	525.5354	782.4801	1244.3589	1055.8767
SREK1IP1	544.127	546.8735	728.6151	588.6598	681.106	581.0507	811.3054	796.1356	721.3378	623.7303	377.2455	283.1084	728.2158	379.4832	341.8239	433.303	368.2935	280.4778	406.5792	610.8438	367.6943
SRF	2188.8889	1900.5172	1341.6497	1017.0103	1230.9674	1592.7256	1106.5474	1145.7197	1718.4016	1810.5503	832.6505	1425.0274	1680.4979	1509.0629	2931.7569	3455.5137	1978.5393	1644.1516	4402.5134	1327.3447	1192.9994
SRFBP1	185.0794	172.2614	207.7393	141.7526	211.26	243.8258	209.8414	297.701	205.3663	318.013	228.4904	204.305	91.2863	168.145	199.9478	183.4004	283.8352	99.6705	158.5659	151.4277	256.262
SRGAP1	347.9365	313.6812	395.112	533.5052	521.0754	463.8527	474.5832	667.6805	469.6664	591.0347	319.5714	393.652	268.6722	222.1365	258.3674	189.635	265.8359	256.5898	214.0085	236.98	433.2049
SRGAP2	615.873	728.5378	885.4379	1335.0515	927.9826	891.3336	998.78	846.2295	878.8955	881.6617	1471.4781	1139.3652	610.9959	1300.4242	2586.108	455.124	1106.2651	1238.8797	1777.8599	793.9258	1518.3044
SRGAP3	257.1429	170.3808	104.888	84.0206	192.2319	278.4014	132.9809	315.9495	289.8581	348.7524	102.4267	33.5644	463.6929	193.9838	279.5792	52.4743	82.6122	34.5964	67.64	290.0225	174.3738
SRGN	1828.5714	2234.5087	2490.835	3731.4433	2350.2061	1835.2043	1642.9443	1182.5745	1825.7454	1148.5355	207.3747	1723.8234	1886.9295	4049.7493	1733.1131	539.2908	2517.134	537.4794	1529.1074	5114.7471	2476.8786
SRI	1988.8889	1593.2299	1316.1914	1254.6392	1409.5382	1369.5555	1499.7967	1921.1021	1662.7753	1507.6276	651.1188	1598.6866	1190.3527	1536.8299	1075.1978	1547.2139	1411.3303	2088.9621	1482.9052	1111.7528	1757.5466
SRL	42.5397	64.3159	83.5031	104.1237	105.386	70.4984	88.2473	76.2143	62.8427	49.7419	21.1157	10.9449	14.5228	21.9823	2.4341	3.1173	4.6152	0.4119	8.8708	87.6912	8.6705
SRM	1366.9841	1191.9135	617.6171	778.866	921.6399	847.7773	516.8768	924.2329	1101.4007	1280.4355	1331.8626	1645.0201	1820.0207	1717.7015	1644.0928	2762.4367	1750.5481	4878.5008	2140.4546	1252.4864	981.0533
SRMS	19.0476	9.4029	0	0	4.3911	2.2452	0.4067	1.7891	4.5102	15.3697	39.3949	1.4593	0	0.3857	0	0	0.4615	0	0.7392	1.2833	1.2845
SRP14	5760.6349	4387.024	3544.2974	3425.7732	3931.4844	3753.9291	3199.268	4162.8053	4463.9354	3917.0372	3050.4255	2938.7085	5892.1162	3802.931	3630.3573	7380.1792	3241.7215	3819.1928	3278.1371	3215.9127	2189.4669
SRP14P1	6.3492	10.9074	4.0733	12.3711	3.4153	3.5923	8.1334	7.1563	5.713	7.2657	3.4668	5.4725	5.7054	4.6278	6.9547	4.1564	4.6152	1.6474	9.6101	2.9943	1.2845
SRP19	759.7873	595.2346	610.611	486.232	513.3032	558.0422	464.3758	480.3614	484.0901	590.2578	548.7961	562.8566	1186.0114	821.2534	732.4524	933.5914	679.6723	436.0708	670.3863	636.4752	633.2241
SRP54	1327.619	1016.6432	918.0244	841.2371	890.4144	862.5954	920.2928	1053.0459	1044.5717	1225.6635	1706.5868	901.131	771.2656	1349.7879	994.8709	661.9041	1546.5559	873.5585	1873.2212	1105.7641	1385.9987
SRP68	1933.0159	2069.7696	2436.3544	1953.6082	1677.3943	1850.9205	2278.9752	2284.6408	2127.9315	1917.2999	1626.8516	2300.2554	3369.8133	2068.2607	1847.518	1531.6275	1958.6939	1437.8089	2166.3279	2093.8937	1792.5498
SRP72	2046.3492	1942.2661	2174.1344	2020.6186	2296.5373	2352.0431	2328.5889	3384.5603	2497.4705	2859.3226	2713.2052	3122.9478	2678.9419	4525.646	6425.4542	1948.8245	3682.0122	2936.1614	2860.839	3076.8902	2173.7315
SRP9	4256.8254	4015.0447	2259.165	2960.8247	2983.0102	2311.181	3709.2314	3941.3185	3514.6801	3626.1307	4529.1522	7190.4414	6792.5311	5588.1219	6184.1259	8083.6472	5354.5633	9527.1829	10545.5554	4852.1014	7490.3661
SRPK1	825.0794	538.2228	547.3523	601.0309	640.6105	768.2982	568.5238	1126.3977	793.5016	1268.4192	4341.9477	3078.4385	1425.8299	2028.5384	3886.986	1878.166	2726.2028	2154.4481	4150.8039	2162.7633	1754.6564
SRPK2	988.254	824.8237	1016.8024	1057.2165	1100.2107	866.1877	1054.9004	1120.6727	959.4785	1074.4816	2142.1368	1826.3408	1100.1037	851.5233	1362.7749	432.2639	702.4345	1036.6557	1925.3373	1149.3958	1104.6885
SRPK3	14.3048	9.4443	21.7872	11.9691	6.5769	10.9385	8.6011	5.1489	8.6085	8.8362	118.0492	0.7297	274.7251	82.8307	17.5467	24.1174	67.7374	241.3097	19.8374	7.2719	59.088
SRPR	3886.9841	4413.7283	3605.9063	3424.2268	3485.5454	3247.4181	2812.1187	3852.2229	3868.5836	4163.5112	2305.3892	3153.5936	4797.7178	5105.6691	3094.4971	3172.36	3094.0348	5163.5091	6299.3901	4622.8211	3033.3976
SRPRB	1413.0159	1329.9483	812.6273	1018.5567	1005.5584	902.5595	643.7576	1335.7188	1138.6854	1720.2883	1012.9215	1669.8285	2234.9585	1899.73	1516.1262	3759.9688	1900.5423	2469.9341	1241.1754	1594.6958	1083.815
SRPX	2290.1587	2404.8895	3234.2159	3380.9278	2591.2278	1749.4387	4918.2595	3089.7218	1996.5331	2735.8061	58.6196	331.6308	133.8174	243.7331	446.1445	262.8913	226.1451	524.2998	207.3554	185.2208	313.4232
SRPX2	360.6349	1778.2793	2201.1202	1876.8041	1375.3853	1563.0894	556.3237	442.6156	603.4702	506.6411	117.5544	137.9059	351.1411	253.3745	80.3269	243.1485	272.7587	28.0066	236.5552	66.3031	330.122
SRR	323.7683	247.1801	393.7729	178.7732	405.3996	239.5959	300.6181	247.3638	295.0479	284.3897	387.0879	258.6793	269.4398	216.2476	88.0257	512.0873	209.9181	86.1697	372.2048	199.4739	119.8876
SRRD	251.746	216.267	262.7291	252.5773	252.7313	228.5586	251.7283	270.1494	242.0496	254.2986	381.9729	310.8355	246.3693	235.2487	318.5256	544.4863	201.6846	261.1203	476.0673	232.7024	192.6782
SRRM1	1588.8889	1435.2609	1389.5112	1184.0206	1376.3611	1892.2317	2028.8735	2537.6152	1746.3651	2138.6235	2888.1185	2392.5575	2187.2407	2171.2302	3589.6723	1864.1382	2422.9837	1869.4399	1965.9952	1862.0468	2063.2627
SRRM2	8280.6254	8720.6394	11246.9348	10104.6392	10249.7673	16084.8675	19539.2436	12574.6489	9350.0292	13685.455	8408.7614	10679.6789	7986.5145	6401.0798	10554.8118	5506.6892	13155.1863	7854.201	7394.9362	8662.6029	10279.7046
SRRM2-AS1	19.6921	6.7701	4.0835	2.5773	8.2943	16.6143	13.4201	8.2297	8.1184	11.4602	4.0971	5.8373	32.6763	4.2422	6.607	28.0556	16.6147	4.9423	2.2177	10.2663	3.2113
SRRM3	80	107.5693	68.2281	90.2062	54.6446	55.6803	37.0069	43.6533	68.5557	53.6542	288.6858	18.9712	20.2282	32.7806	9.7366	23.3797	9.6919	21.0049	17.372	26.0935	35.6455
SRRM4	0.6349	1.5045	5.0916	1.5464	3.9032	0	0.8133	0	0.902	0.8383	325.2442	0	0.5187	0.3857	0.3477	17.6646	0	0	0	0	0.6423
SRRM5	23.7841	17.9408	10.7434	21.3866	6.6793	10.9879	5.913	18.0481	15.3228	31.4995	33.5329	27.822	91.582	52.1905	20.805	54.2824	21.5622	34.8517	54.3522	24.0103	16.3905
SRRT	1928.5714	1425.1058	876.7821	924.7423	740.1417	949.2591	564.4571	655.8726	956.7724	1490.8606	3787.5827	2222.9113	2788.9004	2246.4327	2286.7078	5255.7475	2608.5151	2838.1384	2679.3569	1734.5738	2188.8247
SRSF1	3629.5238	2932.5811	2951.6293	3067.0103	3018.1388	2803.7719	3788.1253	3905.895	3044.4123	4934.7906	9409.0766	5770.5217	6162.3444	5638.6425	5283.1435	6710.4819	5847.0059	5892.916	4664.5722	4722.9173	5039.8202
SRSF10	1345.7143	1206.9582	1062.1181	1197.4227	1282.1967	1361.4728	1500.61	1565.793	1263.7694	1825.0817	3967.8538	2107.2601	1867.2199	1751.2534	2186.9078	2057.9296	2330.6796	1542.8336	1401.2197	1559.1915	2245.3436
SRSF11	2772.0635	1970.851	2144.6029	2182.9897	2042.8302	2511.4504	3488.8166	2870.7398	1886.4833	2983.1185	3123.8575	2176.9427	3891.5975	2643.656	2833.0001	2462.1379	3384.3314	1850.4942	3110.3308	2726.5533	3946.0501
SRSF12	25.3968	15.0447	6.11	17.5258	11.7096	19.3085	8.9467	30.0564	29.4669	45.8296	432.7135	106.8953	72.6141	70.189	150.2217	74.2954	21.23	168.4514	310.8483	38.9263	93.4489
SRSF2	3108.073	2573.2807	2396.8941	1914.6804	2305.2219	2252.097	2426.2139	2507.4837	2584.7467	3288.9168	5190.8257	4519.8906	7248.4959	3868.4535	4058.5725	4731.0612	4833.5802	3874.9835	3630.1201	3749.4984	3675.7836
SRSF3	5518.4127	4059.4264	3548.3707	3413.4021	3683.6321	5192.6358	4494.1033	4979.6941	4938.112	5335.7999	10828.5534	6534.1116	6368.2573	6049.7493	6964.0963	9465.1253	7220.03	6833.196	6862.6871	5923.2168	5976.5575
SRSF4	1913.0159	1952.7974	2327.3931	2101.5464	1290.9789	1608.8909	2017.0801	1596.565	1654.3562	1522.7178	4116.6089	2057.6432	3503.6307	2244.8901	3165.4351	2059.4882	2779.7392	2376.4415	2240.2513	2034.0071	2758.1888
SRSF5	6144.4444	4390.409	4280.5499	2505.1546	3055.707	5257.2968	5426.1895	4183.5585	4694.559	3944.9821	2400.2521	1599.7811	3226.6598	3341.3035	2467.1825	3633.7187	2300.6807	2608.3196	2548.1427	3022.9922	2702.3121
SRSF6	4036.5079	2735.496	1905.2953	1855.1546	2395.0927	3213.2914	2949.1663	3919.4919	3106.9543	4007.2992	4697.1321	3414.8121	2585.5809	3173.9298	2841.6935	2450.1883	3730.0104	3664.3328	3849.1961	3129.0771	3385.3565
SRSF7	2099.3651	1648.1429	1244.3992	1362.8866	1317.8133	1788.5047	1973.5665	1832.0064	1703.6682	2410.248	4310.4318	2724.1883	3343.361	2070.189	2993.6538	3448.24	3071.4203	2918.0395	2138.9762	2091.7549	2862.8773
SRSF8	1686.0317	1420.5924	1077.3931	977.3196	1071.9125	1286.035	1083.3672	1958.6725	1751.7774	1769.4713	1538.2918	875.9577	825.7261	976.8608	1216.0306	1665.1513	865.8129	688.2208	629.4585	1088.2259	705.2023
